date,open,high,low,close,volume,adj_close
2015-02-26,2113.9099,2113.9099,2103.7600,2110.7400,3408690000,2110.7400
2015-02-25,2115.3000,2119.5901,2109.8899,2113.8601,3312340000,2113.8601
2015-02-24,2109.1001,2117.9399,2105.8701,2115.4800,3199840000,2115.4800
2015-02-23,2109.8301,2110.0500,2103.0000,2109.6599,3093680000,2109.6599
2015-02-20,2097.6499,2110.6101,2085.4399,2110.3000,3281600000,2110.3000
2015-02-19,2099.2500,2102.1299,2090.7900,2097.4500,3247100000,2097.4500
2015-02-18,2099.1599,2100.2300,2092.1499,2099.6799,3370020000,2099.6799
2015-02-17,2096.4700,2101.3000,2089.8000,2100.3401,3361750000,2100.3401
2015-02-13,2088.7800,2097.0300,2086.7000,2096.9900,3527450000,2096.9900
2015-02-12,2069.9800,2088.5300,2069.9800,2088.4800,3788350000,2088.4800
2015-02-11,2068.5500,2073.4800,2057.9900,2068.5300,3596860000,2068.5300
2015-02-10,2049.3799,2070.8601,2048.6201,2068.5901,3669850000,2068.5901
2015-02-09,2053.4700,2056.1599,2041.8800,2046.7400,3549540000,2046.7400
2015-02-06,2062.2800,2072.3999,2049.9700,2055.4700,4232970000,2055.4700
2015-02-05,2043.4500,2063.5500,2043.4500,2062.5200,3821990000,2062.5200
2015-02-04,2048.8601,2054.7400,2036.7200,2041.5100,4141920000,2041.5100
2015-02-03,2022.7100,2050.3000,2022.7100,2050.0300,4615900000,2050.0300
2015-02-02,1996.6700,2021.6600,1980.9000,2020.8500,4008330000,2020.8500
2015-01-30,2019.3500,2023.3199,1993.3800,1994.9900,4538650000,1994.9900
2015-01-29,2002.4500,2024.6400,1989.1801,2021.2500,4127140000,2021.2500
2015-01-28,2032.3400,2042.4900,2001.4900,2002.1600,4067530000,2002.1600
2015-01-27,2047.8600,2047.8600,2019.9100,2029.5500,3329810000,2029.5500
2015-01-26,2050.4199,2057.6201,2040.9700,2057.0901,3465760000,2057.0901
2015-01-23,2062.9800,2062.9800,2050.5400,2051.8201,3573560000,2051.8201
2015-01-22,2034.3000,2064.6201,2026.3800,2063.1499,4176050000,2063.1499
2015-01-21,2020.1899,2038.2900,2012.0400,2032.1200,3730070000,2032.1200
2015-01-20,2020.7600,2028.9399,2004.4900,2022.5500,3944340000,2022.5500
2015-01-16,1992.2500,2020.4600,1988.1200,2019.4200,4056410000,2019.4200
2015-01-15,2013.7500,2021.3500,1991.4700,1992.6700,4276720000,1992.6700
2015-01-14,2018.4000,2018.4000,1988.4399,2011.2700,4378680000,2011.2700
2015-01-13,2031.5800,2056.9299,2008.2500,2023.0300,4107300000,2023.0300
2015-01-12,2046.1300,2049.3000,2022.5800,2028.2600,3456460000,2028.2600
2015-01-09,2063.4500,2064.4299,2038.3300,2044.8101,3364140000,2044.8101
2015-01-08,2030.6100,2064.0801,2030.6100,2062.1399,3934010000,2062.1399
2015-01-07,2005.5500,2029.6100,2005.5500,2025.9000,3805480000,2025.9000
2015-01-06,2022.1500,2030.2500,1992.4399,2002.6100,4460110000,2002.6100
2015-01-05,2054.4399,2054.4399,2017.3400,2020.5800,3799120000,2020.5800
2015-01-02,2058.8999,2072.3601,2046.0400,2058.2000,2708700000,2058.2000
2014-12-31,2082.1101,2085.5801,2057.9399,2058.8999,2606070000,2058.8999
2014-12-30,2088.4900,2088.4900,2079.5300,2080.3501,2440280000,2080.3501
2014-12-29,2087.6299,2093.5500,2085.7500,2090.5701,2452360000,2090.5701
2014-12-26,2084.3000,2092.7000,2084.3000,2088.7700,1735230000,2088.7700
2014-12-24,2083.2500,2087.5601,2081.8601,2081.8799,1416980000,2081.8799
2014-12-23,2081.4800,2086.7300,2079.7700,2082.1699,3043950000,2082.1699
2014-12-22,2069.2800,2078.7600,2069.2800,2078.5400,3369520000,2078.5400
2014-12-19,2061.0400,2077.8501,2061.0300,2070.6499,6465530000,2070.6499
2014-12-18,2018.9800,2061.2300,2018.9800,2061.2300,4703380000,2061.2300
2014-12-17,1973.7700,2016.7500,1973.7700,2012.8900,4942370000,2012.8900
2014-12-16,1986.7100,2016.8900,1972.5601,1972.7400,4958680000,1972.7400
2014-12-15,2005.0300,2018.6899,1982.2600,1989.6300,4361990000,1989.6300
2014-12-12,2030.3600,2032.2500,2002.3300,2002.3300,4157650000,2002.3300
2014-12-11,2027.9200,2055.5300,2027.9200,2035.3300,3917950000,2035.3300
2014-12-10,2058.8601,2058.8601,2024.2600,2026.1400,4114440000,2026.1400
2014-12-09,2056.5500,2060.6001,2034.1700,2059.8201,3970150000,2059.8201
2014-12-08,2074.8401,2075.7800,2054.2700,2060.3101,3800990000,2060.3101
2014-12-05,2072.7800,2079.4700,2070.8101,2075.3701,3419620000,2075.3701
2014-12-04,2073.6399,2077.3401,2062.3401,2071.9199,3408340000,2071.9199
2014-12-03,2067.4500,2076.2800,2066.6499,2074.3301,3612680000,2074.3301
2014-12-02,2053.7700,2068.7700,2053.7700,2066.5500,3686650000,2066.5500
2014-12-01,2065.7800,2065.7800,2049.5701,2053.4399,4159010000,2053.4399
2014-11-28,2074.7800,2075.7600,2065.0601,2067.5601,2504640000,2067.5601
2014-11-26,2067.3601,2073.2900,2066.6201,2072.8301,2745260000,2072.8301
2014-11-25,2070.1499,2074.2100,2064.7500,2067.0300,3392940000,2067.0300
2014-11-24,2065.0701,2070.1699,2065.0701,2069.4099,3128060000,2069.4099
2014-11-21,2057.4600,2071.4600,2056.7500,2063.5000,3916420000,2063.5000
2014-11-20,2045.8700,2053.8401,2040.4900,2052.7500,3128290000,2052.7500
2014-11-19,2051.1599,2052.1399,2040.3700,2048.7200,3390850000,2048.7200
2014-11-18,2041.4800,2056.0801,2041.4800,2051.8000,3416190000,2051.8000
2014-11-17,2038.2900,2043.0699,2034.4600,2041.3199,3152890000,2041.3199
2014-11-14,2039.7400,2042.2200,2035.2000,2039.8199,3227130000,2039.8199
2014-11-13,2039.2100,2046.1801,2030.4399,2039.3300,3455270000,2039.3300
2014-11-12,2037.7500,2040.3300,2031.9500,2038.2500,3246650000,2038.2500
2014-11-11,2038.2000,2041.2800,2035.2800,2039.6801,2958320000,2039.6801
2014-11-10,2032.0100,2038.7000,2030.1700,2038.2600,3284940000,2038.2600
2014-11-07,2032.3600,2034.2600,2025.0699,2031.9200,3704280000,2031.9200
2014-11-06,2023.3300,2031.6100,2015.8600,2031.2100,3669770000,2031.2100
2014-11-05,2015.2900,2023.7700,2014.4200,2023.5699,3766590000,2023.5699
2014-11-04,2015.8101,2015.9800,2001.0100,2012.1000,3956260000,2012.1000
2014-11-03,2018.2100,2024.4600,2013.6801,2017.8101,3555440000,2017.8101
2014-10-31,2001.2000,2018.1899,2001.2000,2018.0500,4292290000,2018.0500
2014-10-30,1979.4900,1999.4000,1974.7500,1994.6500,3586150000,1994.6500
2014-10-29,1983.2900,1991.4000,1969.0400,1982.3000,3740350000,1982.3000
2014-10-28,1964.1400,1985.0500,1964.1400,1985.0500,3653260000,1985.0500
2014-10-27,1962.9700,1964.6400,1951.3700,1961.6300,3538860000,1961.6300
2014-10-24,1951.5900,1965.2700,1946.2700,1964.5800,3078380000,1964.5800
2014-10-23,1931.0200,1961.9500,1931.0200,1950.8199,3789250000,1950.8199
2014-10-22,1941.2900,1949.3101,1926.8300,1927.1100,3761930000,1927.1100
2014-10-21,1909.3800,1942.4500,1909.3800,1941.2800,3987090000,1941.2800
2014-10-20,1885.6200,1905.0300,1882.3000,1904.0100,3331210000,1904.0100
2014-10-17,1864.9100,1898.1600,1864.9100,1886.7600,4482120000,1886.7600
2014-10-16,1855.9500,1876.0100,1835.0200,1862.7600,5073150000,1862.7600
2014-10-15,1874.1801,1874.1801,1820.6600,1862.4900,6090800000,1862.4900
2014-10-14,1877.1100,1898.7100,1871.7900,1877.7000,4812010000,1877.7000
2014-10-13,1905.6500,1912.0900,1874.1400,1874.7400,4352580000,1874.7400
2014-10-10,1925.6300,1936.9800,1906.0500,1906.1300,4550540000,1906.1300
2014-10-09,1967.6801,1967.6801,1927.5601,1928.2100,4324020000,1928.2100
2014-10-08,1935.5500,1970.3600,1925.2500,1968.8900,4441890000,1968.8900
2014-10-07,1962.3600,1962.3600,1934.8700,1935.1000,3687870000,1935.1000
2014-10-06,1970.0100,1977.8400,1958.4301,1964.8199,3358690000,1964.8199
2014-10-03,1948.1200,1971.1899,1948.1200,1967.9000,3561320000,1967.9000
2014-10-02,1945.8300,1952.3199,1926.0300,1946.1700,4012510000,1946.1700
2014-10-01,1971.4399,1971.4399,1941.7200,1946.1600,4188590000,1946.1600
2014-09-30,1978.2100,1985.1700,1968.9600,1972.2900,3951100000,1972.2900
2014-09-29,1978.9600,1981.2800,1964.0400,1977.8000,3094440000,1977.8000
2014-09-26,1966.2200,1986.3700,1966.2200,1982.8500,2929440000,1982.8500
2014-09-25,1997.3199,1997.3199,1965.9900,1965.9900,3273050000,1965.9900
2014-09-24,1983.3400,1999.7900,1978.6300,1998.3000,3313850000,1998.3000
2014-09-23,1992.7800,1995.4100,1982.7700,1982.7700,3279350000,1982.7700
2014-09-22,2009.0800,2009.0800,1991.0100,1994.2900,3349670000,1994.2900
2014-09-19,2012.7400,2019.2600,2006.5900,2010.4000,4880220000,2010.4000
2014-09-18,2003.0699,2012.3400,2003.0699,2011.3600,3235340000,2011.3600
2014-09-17,1999.3000,2010.7400,1993.2900,2001.5699,3209420000,2001.5699
2014-09-16,1981.9301,2002.2800,1979.0601,1998.9800,3160310000,1998.9800
2014-09-15,1986.0400,1987.1801,1978.4800,1984.1300,2776530000,1984.1300
2014-09-12,1996.7400,1996.7400,1980.2600,1985.5400,3206570000,1985.5400
2014-09-11,1992.8500,1997.6500,1985.9301,1997.4500,2941690000,1997.4500
2014-09-10,1988.4100,1996.6600,1982.9900,1995.6899,2912430000,1995.6899
2014-09-09,2000.7300,2001.0100,1984.6100,1988.4399,2882830000,1988.4399
